Id,age,sex,dayswfreq,tbilled,maccess,freeuse,nentries,cfreq,nrenewals,cref,startDate,months,dropout
2A8CA0B7-A453-4422-9C4E-4428C022A6C7,48,1,0,48.6,3.5,0,11,7,0,0,2017-10-10 11:41:22.157,1,0
2A969CA0-94D5-4124-84CE-0CD3D860072A,19,0,33,61.6,0.64,0,8,7,0,0,2016-03-10 18:20:52.377,3,1
2AAF94F3-9367-4C34-9C9F-2915D51274AA,21,0,93,96,0.14,0,6,7,2,0,2015-07-17 14:14:20.147,12,1
2AB5B369-26CE-4567-8CA0-77D427EC322D,28,0,46,83.6,0.54,0,8,7,0,0,2015-09-23 16:41:21.747,4,1
2AC5C5C6-BA05-470C-9DA2-9C83B05AAA10,30,1,144,64.6,0.2,1,8,7,0,0,2016-10-25 12:37:09.107,10,1
2ACAFE5F-5CA8-4A35-869D-BB1FAB097EE9,21,0,74,160.1,1.35,0,31,7,0,0,2015-09-22 09:49:15.953,6,1
2AED2431-131D-4535-925B-22C1774E8D97,22,0,35,38.6,0.32,0,2,7,0,0,2017-09-18 18:53:54.257,2,1
2AFA1F72-8000-4E0A-8EB4-AFBC584972B4,24,1,35,53.6,0.76,0,9,7,0,0,2015-10-14 16:54:11.637,3,1
2B04EE6D-56DD-44C0-8B93-22C023F78053,19,0,173,107.2,0.24,0,11,7,1,0,2014-10-09 11:44:01.693,11,1
2B105F25-C343-4A61-AAA1-B06CC425E215,23,0,168,292.8,0.47,0,47,7,2,0,2015-10-01 17:30:21.407,25,0
2B119164-08D8-44AD-A02F-6419CC67D64D,19,1,17,134.6,1.18,0,33,7,0,0,2016-09-19 15:13:52.623,7,1
2B186575-C107-43BD-8A26-8C286080B3A6,22,0,58,119.6,0.31,0,10,7,0,0,2015-11-25 15:24:45.887,8,1
2B3B2D92-DAB2-4A93-91BB-21C25FCB17E4,28,1,241,113.2,0.16,1,6,7,0,0,2014-11-10 13:32:53.500,9,1
2B5074DA-9576-4B57-9F73-F4F1A304DAD8,23,1,23,346.8,2.3,0,191,7,3,0,2014-10-06 12:11:53.417,22,1
2B6553A3-B1E5-4AC2-AAFC-704DBC4AF935,19,0,225,43.6,0.1,0,3,7,1,0,2015-01-23 18:00:37.670,8,1
2B663657-BC99-4A25-86C7-24339CB87A93,20,0,170,43.6,0.05,0,1,7,1,0,2015-03-30 15:21:09.193,6,1
2B76BBFA-B5FD-46BA-A1AE-59A108581153,23,0,39,203.6,2.66,0,105,7,0,0,2015-10-30 16:12:31.990,10,1
2B76D94B-4DC0-47BE-9DC6-EED48D64C0B7,22,0,11,43.6,1.4,0,6,7,0,0,2017-10-02 16:41:20.623,3,1
2B7BA848-B7CD-49C1-A603-2884C86C05C0,52,1,7,178.2,0.34,0,21,7,2,0,2016-01-26 16:05:18.027,16,1
2B7D793B-9225-4B0E-8EAE-14F9FB562FC4,40,0,105,103.6,0.09,0,2,7,0,0,2017-03-02 19:25:39.443,5,1
2B93C6C8-D51A-4147-B5B9-D915724F413C,18,0,2,47.6,0.9,0,4,7,0,0,2016-11-15 09:48:26.187,1,1
2BACDD50-44EA-459D-8E4D-E832CFB02696,42,0,1,70.6,0.38,0,2,7,0,0,2017-09-25 12:43:47.127,3,1
2BB71CBE-A280-4487-A119-AA2D79B15ED2,27,0,169,139.6,0.19,0,4,7,1,0,2015-07-06 20:20:16.637,6,1
2BB972AD-C3CB-436B-B2BF-91647A78D4C5,21,0,0,43.6,2.1,0,9,7,0,0,2017-10-02 16:46:13.000,3,1
2BBC7FA1-312F-4951-893C-B00CC7D1F1F5,46,0,88,167.6,0.87,0,35,7,2,0,2016-09-27 16:54:27.330,11,1
2BBDF618-A915-4EE3-893F-61CBFA202C9D,40,1,38,187.2,1.64,0,47,7,1,0,2017-03-17 16:41:20.997,8,1
2BC04BAE-DB94-4E9B-840B-0DA331F2E95D,19,1,135,67.6,1.15,0,27,7,1,0,2015-03-09 16:24:03.560,6,1
2BC81331-443A-4499-867D-E632525AE08B,21,0,36,73.6,0.62,0,9,7,0,0,2016-02-25 13:26:06.047,4,1
2BCE0D41-B828-40B3-B906-5BF364907344,18,0,0,73.6,3.62,0,15,7,0,0,2017-10-03 20:26:13.887,1,0
2BE60F38-8E3A-4C46-A602-8C8272FCC457,31,0,1,479.7,1.72,0,116,7,2,0,2015-02-20 20:22:49.120,18,1
2C0ED652-8525-499E-8B74-F0D77FAA330E,24,1,10,73.6,1.13,0,5,7,0,0,2017-03-02 11:06:49.787,1,1
2C128FFE-FFC5-4078-992C-95053B98DE2C,24,0,44,44.6,0.41,0,3,7,0,0,2016-03-16 18:51:16.840,2,1
2C13BA83-59F9-4E5F-AD6F-870ED7757866,22,1,63,205.6,0.92,0,59,7,2,0,2015-02-18 13:30:29.813,17,1
2C2050B5-12A7-4A32-8BCE-675E91DE1FFA,22,1,83,97.6,1.52,0,32,7,1,0,2015-03-26 13:30:28.013,6,1
2C302D04-C8EF-4085-A409-62FED4FC87E7,28,0,1,780.8,1.1,0,112,7,2,0,2015-09-24 13:42:20.337,26,1
2C3D01F4-F7B3-4059-B8DD-DFD3EECB32D7,21,0,4,53.6,2.03,0,9,7,0,0,2016-10-12 18:08:14.197,1,1
2C58F63D-5939-42C9-A527-47DEFD444415,26,0,34,186.8,0.7,0,64,7,1,0,2014-10-03 14:52:35.133,22,1
2C5D6990-412C-45FF-AF02-44CC0475F551,25,1,65,71.6,0.45,0,6,7,0,0,2015-11-03 14:56:31.647,3,1
2C7FB185-972B-4E0F-81D3-4E68C7AC3097,40,0,25,53.6,0.22,0,1,7,0,0,2017-03-15 12:27:21.233,1,1
2C8B14A9-3078-42CA-8A4F-F03CA9F63602,22,1,4,230,0.69,0,36,7,1,0,2016-10-04 16:56:13.257,13,0
2C8B6474-43AE-45DB-8909-A16FB3BD3781,26,0,35,57.6,0.3,0,3,7,0,0,2015-10-27 16:11:53.343,3,1
2C946A2D-4B22-4663-849B-3E46B3E0C29B,19,0,10,71.6,0.94,0,9,7,0,0,2017-02-22 18:06:45.733,2,1
2CA06A7F-0795-4DD6-BB5D-409B166DD496,22,1,141,82,0.49,0,12,7,1,0,2015-03-02 17:09:22.737,6,1
2CA11F2C-F3B5-4AF3-8953-8982D1D212D2,20,1,23,34,0.68,0,3,7,0,0,2017-03-23 15:10:13.340,1,1
2CA9B9AC-BB35-4983-B8DA-C8772CEC76B0,20,0,142,73.6,0.37,0,9,7,1,0,2015-03-02 17:10:03.903,6,1
2CABD7B0-2B39-493F-9EFC-8FE7A012F7CC,21,0,31,167.6,1.85,0,55,7,0,0,2016-01-06 10:47:37.500,7,1
2CAC6F3C-7BC1-4835-B494-6B6BC405DA6F,23,1,243,88.6,0.76,1,36,7,0,0,2016-09-02 17:39:16.107,11,1
2CB35B2E-EA68-4C10-B601-3C5C3D8BCD48,22,0,3,43.6,1.27,0,6,7,0,0,2017-04-04 18:44:31.977,1,1
2CC559B6-54DD-4BC9-8091-5B178998253D,45,0,21,73.6,0.99,0,10,7,0,0,2017-04-21 14:06:27.737,3,1
2CCA36DA-0208-4588-AD98-639D99337DFA,24,0,3,121.6,1.12,0,19,7,0,0,2015-11-03 11:48:25.507,4,1
2CD4FEA2-A675-49B5-B7BB-402E4A73A833,38,0,274,53.2,0.3,0,12,7,1,0,2014-11-17 10:59:05.927,10,1
2CD9A9AF-4B50-4691-AA09-966FDC5EA55C,38,0,8,78.6,0.85,0,4,7,0,0,2016-11-12 11:59:10.383,1,1
2CDF4DAA-2B5D-4B62-AC76-18E9B8EF3235,23,0,50,110,0.68,0,12,7,0,0,2015-10-05 13:27:43.673,4,1
2CE19DA6-A643-417C-9755-8BB85CFF8681,34,0,0,103.1,0.38,0,33,7,3,0,2015-06-01 13:49:53.767,22,1
2CEEE58E-99DA-4661-BF5D-3E2F4CA045D0,23,1,33,299.8,0.81,1,84,7,2,0,2015-09-15 14:30:36.697,35,0
2CEF507E-B44A-42D0-BCCC-9513903F13A2,16,0,131,158.6,0.45,0,12,7,1,0,2015-02-13 16:45:26.833,7,1
2CF7351E-CA92-4164-8C41-AC4583204BA1,45,0,30,78.6,0.19,0,1,7,0,0,2016-09-22 17:18:59.290,1,1
2CF83448-9049-4623-8AB1-17F5454498F8,22,0,0,136.1,0.84,0,22,7,2,0,2017-03-06 18:33:48.850,10,1
2CFA1048-2800-47CD-A62A-3650F7D05348,22,1,55,61.6,0.13,0,2,7,0,0,2016-04-11 17:19:36.493,4,1
2CFCA133-AD1A-4CC3-91A8-EE8A1449709B,38,1,34,219.6,2.63,0,92,7,2,0,2016-11-02 11:18:54.867,9,1
2D026DBF-E745-4531-B429-84E74E874720,20,0,87,88.6,0.15,0,2,7,0,0,2016-10-06 14:30:13.397,3,1
2D0F0A4E-1B74-40B1-A441-8D6B7ACDC831,23,0,315,53.2,0.07,0,3,7,1,0,2014-10-22 14:48:35.480,11,1
2D0FB4E1-624B-48A9-A711-89443535DA42,25,1,200,63.6,0.84,0,27,7,1,0,2015-01-06 14:24:54.347,8,1
2D15455E-0E51-41CA-BE77-50D0BB24CEC4,26,1,159,83,0.13,0,3,7,0,0,2015-10-20 12:29:04.947,6,1
2D1AC01C-ECE1-40C4-8398-8261B0DBFD22,25,0,0,341.2,1.63,0,90,7,1,0,2016-09-12 16:31:01.177,14,0
2D212BD0-91F7-4613-B89F-732646D7E5F5,71,0,62,182.6,0.62,0,13,7,2,0,2015-08-18 16:26:16.717,7,1
2D2A3C53-3AE8-46C3-83CD-7E728DA653FB,24,0,285,95.2,0.3,0,14,7,1,0,2014-09-23 12:38:47.513,12,1
2D2FDC25-B73F-47AE-BFA4-0393D63D1512,22,0,13,83.6,0.87,0,9,7,0,0,2016-09-13 17:59:28.497,2,1
2D473A41-2CA9-4150-920A-C96C4B231952,20,0,18,50,1.35,0,6,7,0,0,2016-10-08 11:09:18.740,1,1
2D4CB6F5-07FD-4DC0-B017-0EBCF683EB65,21,0,43,51.2,0.14,0,1,7,0,0,2017-09-11 12:44:07.133,2,1
2D621019-E761-4A91-BF8F-82DC9E376AB8,20,0,19,47.6,0.45,0,2,7,0,0,2016-10-06 07:59:53.163,1,1
2D690233-21B7-44AF-8AE9-F873D77618A4,22,0,0,143.6,1.12,0,35,7,0,0,2016-10-18 10:05:58.960,7,1
2D85DB4A-9439-4833-BBCA-C12259E7F426,21,0,86,149.45,1.12,0,46,7,1,0,2014-11-05 14:00:44.760,10,1
2D918914-8710-4467-A17A-27023CA058BA,45,1,1,627.05,1.21,0,98,7,2,0,2016-02-15 17:24:39.547,21,0
2D950716-C882-4089-988D-A49428BA3D70,20,0,16,50.1,1.13,0,5,7,0,0,2016-10-31 14:21:59.570,2,1
2D9688AD-FBEC-4C41-AD90-825D8DC9BF61,20,0,9,83.6,0.72,0,16,7,0,0,2016-10-19 15:06:48.653,5,1
2DA11844-5571-4EC0-8B68-4D8A906A2E81,20,1,33,70,0.64,0,10,7,0,0,2016-04-13 15:36:53.977,4,1
2DA44323-DADB-49A9-938F-DB12F9F05FCD,18,0,37,266.6,0.93,0,37,7,0,0,2015-10-05 16:51:56.530,9,1
2DB7F5EA-F44B-4986-912B-E930A3B7CD2D,20,1,45,193.6,0.85,0,33,7,2,0,2015-02-11 17:01:16.363,11,1
2DBA7389-7B04-4EA3-AA95-45DF9F2463FF,32,0,26,124.6,2.51,0,33,7,0,0,2017-02-07 18:17:21.647,3,1
2DD86857-483B-4E76-A115-0C1CACCD10E6,24,0,27,104.6,0.92,0,12,7,0,0,2016-10-12 15:58:45.570,3,1
2DE2CB43-B60D-47D9-A439-0EF17B7DD62E,24,1,166,156.1,1.12,1,47,7,0,0,2015-10-13 10:31:44.527,10,1
2DF42575-9D11-4307-8529-E693CEC4F274,26,1,38,38.6,0.7,0,5,7,0,0,2015-12-17 12:50:28.780,2,1
2DF96492-353E-40B2-A792-C52605B29197,20,1,16,53.6,0.9,0,4,7,0,0,2016-10-11 18:49:12.370,1,1
2E01A5FA-C044-4F21-952D-0C6C36B2429C,21,0,49,123.2,0.26,0,17,7,2,0,2015-02-04 15:57:39.650,17,1
2E126EFF-71B6-4EAC-8A8F-94B2F8DF0EA8,54,0,2,98.6,1.98,0,26,7,0,0,2015-11-05 15:40:03.730,3,1
2E2293BE-EDD7-4E3E-9DB5-5D20DF854CAB,30,1,30,63.6,1.75,0,17,7,0,0,2015-10-29 11:06:33.193,3,1
2E42977B-3758-4F3E-88DD-09BD338430A4,56,0,291,126.2,0.21,0,10,7,1,0,2014-09-26 15:13:53.753,12,1
2E9A5012-4562-4353-9385-43E5732CDE73,51,0,132,233.6,0.37,0,17,4,0,0,2015-09-15 12:20:57.117,11,1
2EA28B19-D6D8-49D2-ACE5-E54F317AC615,21,0,15,336.2,0.96,0,56,7,1,0,2015-09-30 10:27:15.913,15,1
2EA44311-527B-45C8-A5C0-8F8DCA2ED50B,25,0,203,113.2,0.48,0,22,7,1,0,2014-10-06 15:45:23.260,11,1
2EB0DDA6-768A-4346-AE5C-808FAE367F5F,23,1,38,201,1.08,0,42,7,1,0,2016-03-02 16:43:00.363,9,1
2EB13E4E-C6F1-4D21-AE15-0E1325C8E5D0,36,1,0,83.6,2.95,0,24,7,0,0,2017-09-05 14:16:51.660,2,0
2EBCCB11-8617-451D-AA36-82B97BDF4150,29,0,20,105.6,0.23,0,7,7,1,0,2016-04-06 12:13:00.043,8,1
2EC11E3B-B3C3-4AA2-936F-528F212064A4,21,0,46,63.6,1.43,0,21,7,0,0,2016-04-20 12:43:11.587,4,1
2ECCAD14-7346-46B3-B20F-D3B89BBA882C,24,0,47,25.6,0.13,0,1,7,0,0,2016-04-14 16:05:42.540,2,1
2ED82D70-E604-44D6-88C3-C4C8FF1C9F1E,21,0,51,40,0.65,0,6,7,0,0,2016-03-02 17:26:40.760,2,1
2EF0117F-E8F9-439D-8957-A6F1478703F9,38,0,232,158.2,0.09,0,3,7,1,0,2014-12-22 14:50:18.263,9,1
2F003BF2-A72F-4A4C-B679-CF23C4A43537,23,1,22,392.8,2.77,0,240,7,1,0,2014-11-05 15:09:45.493,21,1
2F2CC2B3-DBB9-4352-A2F5-D2B48B2881AF,57,0,0,68.6,2.26,0,11,7,0,0,2017-09-28 18:44:08.140,4,1
2F2F556D-1EB3-4068-B6D0-A9B3FE947ECC,33,0,0,538.8,2.25,0,218,7,2,0,2015-10-30 18:47:08.390,25,0
2F35C9A2-D371-4C25-BE34-DA06B0EFC90C,25,0,29,427.3,1.97,0,165,7,3,0,2015-10-29 12:26:05.710,22,1
2F3A15F0-88E5-48A1-818A-BEC495C04E26,24,1,37,103.6,1.09,0,20,7,0,0,2016-03-03 09:20:37.470,4,1
2F4A6AEF-2016-48EC-A79F-71FDAB62C772,29,0,65,254.2,0.91,0,40,7,1,0,2014-10-17 17:56:20.677,11,1
2F4A6D26-549F-4FEA-B9E8-CED9F1ECB6B2,19,1,53,55.6,0.36,0,5,7,0,0,2015-09-30 13:44:01.180,4,1
2F4FE30C-69CD-46E2-AA55-68CAFDDCB027,54,0,62,486.9,0.53,0,46,2,3,0,2015-10-09 13:16:58.773,22,1
2F64F34C-2DE4-46E6-B8B4-267648712482,21,1,33,91.1,0.69,0,9,7,0,0,2016-09-19 16:47:00.007,3,1
2F6C7DFE-7CD5-4542-831E-D6C1BCCA1DC5,72,0,0,54.6,0.45,0,4,7,0,0,2015-08-27 09:51:14.960,2,1
2F6E974F-5B68-4E2C-9D83-9EC753CBF59B,22,0,1,43.6,2.25,0,9,7,0,0,2017-10-04 15:55:38.650,2,1
2F7606F3-4512-4099-9EE5-A3058732B739,32,0,29,53.6,0.22,0,1,7,0,0,2016-09-14 16:25:05.670,1,1
2F895615-ADB4-4F63-A31D-397B02F774A5,24,0,49,75.6,0.82,0,12,7,0,0,2015-10-26 10:57:01.840,4,1
2F8C67FC-BAFD-45FB-8064-37E32C8DEA0B,25,1,2,246.6,1.46,0,59,7,0,0,2015-09-23 14:00:43.153,10,1
2F929814-D603-487D-AA63-56D49DE1C8B2,22,1,39,167.6,1.64,0,70,7,0,0,2015-10-08 14:17:10.067,10,1
2F933077-AFE4-44D8-BF98-00E7B4F03E43,20,0,0,189.2,0.42,0,33,7,2,0,2016-03-04 11:33:37.753,20,0
2FAFB214-D4E8-4F3D-982E-33D59F26CF19,19,0,97,263.2,1.72,0,80,7,1,0,2014-09-29 11:48:58.927,12,1
2FC2B24E-FB2D-40C8-B1F2-5295CEB310D0,21,1,62,146.6,0.84,0,13,7,0,0,2015-09-15 18:08:54.280,4,1
2FC2D7E8-4D58-4593-8377-61C5D3FC1BC3,25,0,4,381.7,0.68,0,87,7,3,0,2015-03-03 12:06:06.907,32,0
2FC55749-540C-45B5-AB29-4D637751598E,20,0,39,61.6,0.37,0,8,7,0,0,2016-03-01 11:36:44.700,5,1
2FCB0645-4D21-4385-9768-54EDAD79434A,62,0,190,218.6,0.22,0,7,7,0,0,2016-10-31 10:23:41.803,8,1
2FD95CFE-EC4A-4A10-87EB-D85DA0F05CDD,37,0,13,134.6,0.52,0,4,7,0,0,2017-09-08 15:31:20.963,2,0
2FECF462-45E8-42A1-B627-9149613212DC,20,1,51,123.6,0.48,0,22,7,2,0,2015-04-28 17:54:43.880,13,1
2FF2431B-EDAC-48C2-B2E5-6C5E6B3A3E43,61,0,0,103.6,2.26,0,11,7,0,0,2017-09-28 18:39:10.287,4,1
2FF50D1A-FDD6-40D9-8C54-BB64370E5C30,60,0,88,266.1,0.48,0,18,4,0,0,2015-09-16 15:45:29.167,9,1
2FF7B554-A3E2-4449-B3C2-6D335CF5D776,21,0,308,71.2,0.37,0,17,7,1,0,2014-09-29 11:17:14.590,12,1
30014D9A-C1FC-4B3E-8470-881011271511,35,0,147,285.45,0.21,0,10,7,1,0,2014-09-18 10:44:00.887,12,1
3005ED4E-8DED-4A62-85F3-AEB3295AF50F,73,0,0,102.6,1.69,0,7,7,0,0,2017-10-03 11:22:52.487,3,1
3017C4B7-ED55-4E64-B054-D6714A4031BB,45,1,140,221.2,0.14,1,13,7,1,0,2015-09-10 10:14:21.343,23,1
302E79AF-9626-43A8-9A53-10594E543AE5,22,0,0,63.6,3.14,0,13,7,0,0,2017-10-03 16:27:19.627,3,1
30433AB8-2751-4806-B32C-9204343F4B28,19,0,9,143.6,0.72,0,18,7,0,0,2016-09-30 12:19:32.470,6,1
3052CB5F-89B5-40AB-AA9E-62123C9C2397,49,0,51,118.6,0.21,0,2,7,0,0,2016-12-28 13:06:14.240,3,1
307040D6-7206-468F-9E8C-CDB9C3871464,21,0,195,83.2,0.27,0,11,7,1,0,2014-11-04 10:52:03.377,10,1
308AD62A-9B5F-43E1-A2EE-B36CB44D2370,29,1,12,137.6,2.41,0,43,7,0,0,2017-01-05 17:52:17.977,4,1
30A73159-6E9C-46D5-BE28-E02DF16FD254,22,1,90,86.6,1.06,0,27,7,1,0,2015-02-23 19:08:05.797,7,1
30A93D93-AEF7-4A9A-BC59-178674451735,44,0,481,51.6,0.11,0,7,7,2,0,2016-05-30 19:08:06.143,18,0
30ACAFD7-5B9C-4674-A7B3-C1C744DA118F,28,1,3,222,2.27,0,97,7,0,0,2015-10-07 16:51:14.037,10,1
30B253C1-5245-4E44-8DC9-D447C22670F2,33,0,42,118.6,0.13,0,5,7,0,0,2015-10-20 17:46:59.397,9,1
30B99642-968A-40FD-B96F-77B707446246,22,1,0,67.6,0.9,0,10,7,0,0,2017-03-01 17:14:10.070,2,1
30BECE88-CA10-40F4-964A-CB764DC0CAAC,66,0,26,615.2,1.77,0,132,7,3,0,2015-08-24 13:09:24.840,20,1
30DA0AFD-9A18-4831-BCFB-A9FE9A98848D,23,0,4,60,0.81,0,3,7,0,0,2017-10-06 16:23:11.587,3,1
30FDE398-0E2B-4A27-8360-F07A9158467E,22,1,147,29.6,0.2,0,4,7,1,0,2015-03-30 14:48:29.417,6,1
31034751-DD37-4B00-95FB-5AA99F7B75DA,18,1,106,250.7,0.73,0,34,7,1,0,2014-09-26 18:31:09.783,12,1
31080B0F-7E73-4971-A070-0347756EB10C,24,0,106,318.6,1.66,0,65,7,1,0,2017-01-03 09:59:47.930,10,0
31200189-E5BC-4D06-9471-F8690F6923FF,22,0,33,64.6,0.78,0,9,7,0,0,2016-05-12 12:37:25.213,3,1
31308023-867C-4BF6-9253-9A7BDD96B144,23,0,66,122.6,0.93,0,33,7,2,0,2015-10-08 14:52:13.023,10,1
315201D4-05BE-4203-AB7E-B5E44FCAE998,34,0,12,83.6,0.46,0,6,7,0,0,2016-09-22 14:11:10.690,3,1
3153D2C7-CA6E-4D71-B82C-A76485A6A9C8,21,0,0,328.1,0.38,0,38,7,2,0,2015-10-01 08:49:46.337,25,0
31677C90-D499-45EA-827C-531670209407,54,1,109,262.93,1.32,0,41,7,1,0,2017-03-01 18:57:42.630,8,0
3172091F-612F-47B3-9917-B622BC13547A,23,0,45,28.6,0.27,0,2,7,0,0,2016-04-15 09:46:58.387,2,1
3173B06A-C79F-48AE-9E2B-32F3CE064250,23,1,47,83.6,0.37,0,6,7,0,0,2015-11-13 16:18:43.203,4,1
3192A279-3359-44F1-8AA2-2962299E33B6,21,1,141,61.6,0.36,0,9,7,1,0,2015-02-27 11:56:30.707,7,1
31A940C6-749F-4E77-B859-9154D80E5B93,67,0,336,756.4,0.45,0,62,2,4,0,2014-09-09 16:45:21.700,35,1
31AA2F68-96C7-40E4-9EC3-5DABE14C89AF,23,0,14,398.6,1.01,0,88,7,1,0,2014-10-03 12:55:39.847,21,1
31B5175A-8BB9-400A-92AF-27AF6C36D249,23,1,4,68.6,2.13,0,7,7,0,0,2017-10-09 10:24:02.947,1,0
31B738BE-647D-4C7F-AD32-76FC4A4E9385,22,1,46,25,0.13,0,1,7,0,0,2016-04-11 20:27:35.583,2,1
31B81C26-522C-4F81-9A98-4F4403141A45,20,0,6,53.6,0.68,0,3,7,0,0,2017-02-03 11:53:59.343,1,1
31C4E5E6-BBA3-4F6F-A32D-E8126B290BE5,23,0,91,191.2,1.84,0,81,7,1,0,2014-10-15 12:01:26.140,11,1
31D69564-0B8B-49F3-B124-3BCBAAFD037A,46,0,7,33.6,1.22,0,4,7,0,0,2017-10-09 16:34:14.693,1,0
31E414FB-4D8B-4BF1-ADB5-4A6997040F7B,22,0,8,285.8,0.27,0,32,7,4,0,2015-04-14 13:32:04.713,33,1
31F3512A-56AD-4F02-9CEE-490441F216BC,21,0,22,83.6,0.67,0,6,7,0,0,2016-09-23 18:39:20.753,2,1
3209549F-F540-48DD-B35E-98B874375084,20,0,287,108.7,0.56,0,27,7,1,0,2014-09-16 18:40:45.600,12,1
320D665C-8049-4AE8-A280-F257CAA363B4,20,1,21,118.6,0.98,0,17,7,0,0,2016-11-03 17:15:41.137,4,1
321E6815-375D-4C6A-8679-673134B56691,22,0,38,70,1.26,0,16,7,0,0,2016-04-11 15:56:17.313,3,1
321F2554-D6CA-4290-B203-EC88AEAD8A16,21,1,44,95.6,1.27,0,48,7,0,0,2015-10-19 13:15:20.070,9,1
32578AF1-8BC3-44AB-A804-C3E690C586DA,23,0,0,461.8,1.3,0,133,7,2,0,2015-09-22 16:38:36.953,27,1
326D4924-0BDC-47C1-842B-91A2F33D370D,69,1,46,198.6,0.76,0,31,7,2,0,2016-09-22 10:25:33.263,11,1
326FD6E8-D8AD-42C4-9F81-330A39CF44E2,43,0,257,70.2,0.08,0,3,7,1,0,2014-12-12 14:53:41.930,9,1
32B209DB-BEF5-43A4-A652-2DE29E72C343,22,1,4,36.6,1.75,0,4,7,0,0,2016-07-16 12:22:38.690,1,1
32B5013E-761B-4F26-946D-2ED4E7137C4C,21,0,169,37.6,0.45,0,11,7,1,0,2015-03-02 14:15:24.203,6,1
32C8D5AF-67CF-49D7-B037-0E6588BBFC74,76,0,92,931,2.28,0,237,7,2,0,2015-09-10 15:39:32.090,26,0
32D021FE-8DD2-4234-9C03-8F88FCA9DA96,38,0,28,168.6,2.07,0,47,7,0,0,2016-01-25 09:49:55.753,6,1
32DE556D-7713-4E32-AF02-96E8874A657B,20,0,9,121.2,0.11,0,8,7,1,0,2015-11-30 19:54:15.187,18,1
32E59885-FA1E-40F6-96FE-EFB05377A415,24,1,175,43.6,0.32,0,8,7,1,0,2015-02-24 17:51:24.050,7,1
32EA2B21-71C4-43BF-AEA7-FF2699E0E617,19,0,43,33.6,0.63,0,6,7,0,0,2016-03-30 15:48:01.633,3,1
32FF583C-17EC-420B-B09C-F78E48BE6C77,26,0,32,121.6,1.29,0,28,7,0,0,2016-03-02 08:25:18.207,5,1
33014683-0731-4D79-A9A5-21C414D3F1AB,27,1,34,229.45,0.81,0,57,7,2,0,2015-01-05 11:14:55.430,18,1
33140C9B-89BE-4ADA-8C56-48E8B81FD0ED,19,0,211,121.6,0.31,0,17,7,1,0,2016-09-21 17:10:47.723,16,1
332B3952-6A49-4574-B6EC-8EF3A565DF9B,22,0,11,40,1.62,0,6,7,0,0,2017-10-06 11:08:15.957,1,0
332EE133-5D14-46B1-9119-4E29B57B85DB,21,0,45,187.6,0.38,0,15,7,0,0,2015-10-28 16:27:15.357,10,1
333346A8-F974-491D-83A0-06DE6AFE5205,25,1,45,175.1,1.75,0,69,7,2,0,2015-03-10 15:52:19.483,11,1
33353A20-D273-4D35-9422-FDB84E9ACC75,20,0,305,71.2,0.25,0,12,7,1,0,2014-09-15 19:12:20.477,12,1
334B6669-332A-4ED6-9450-4EF591E97904,23,0,39,43.6,0.46,0,4,7,0,0,2016-04-05 17:25:00.190,2,1
33514D3E-5738-4308-8840-14BF60A841F0,23,0,15,95.6,1.65,0,24,7,0,0,2017-02-20 10:59:04.770,4,1
335845C8-6427-4030-99F2-8D72BC04B80D,21,0,34,363.8,0.86,0,77,7,1,0,2014-10-16 15:49:55.243,22,1
335EEA3B-E88B-43B2-8B0C-E9A6F7AADA37,20,1,43,227.2,2.43,0,86,7,1,0,2015-03-05 11:46:47.740,9,1
336DA5C4-2A6D-459E-89CE-773C3B1FF248,22,0,303,53.2,0.19,0,8,7,1,0,2014-10-30 09:19:24.487,11,1
337859B5-EE2D-4FEF-B35D-17930C68AAF7,22,0,16,113.6,1.04,0,23,7,0,0,2016-11-02 16:20:37.863,5,1
337FF8D4-2A5E-4B24-8AC4-F88C9F747FDC,21,0,6,118.6,1.31,0,33,7,1,0,2016-03-31 18:44:35.720,7,1
338611A7-DEBC-47F8-8714-8D8CCCFD50DB,20,0,14,166,1.59,0,37,7,0,0,2016-01-20 11:47:24.970,6,1
338B4093-BECE-4E4A-8CED-EAF7757F63C5,27,0,335,91.6,0.04,0,2,7,1,0,2014-09-26 09:35:24.693,12,1
339076BF-0585-4F22-A198-AB6EE5B76D94,26,0,76,575.8,1.28,0,142,7,3,0,2015-04-21 17:56:50.417,28,1
339248C7-781D-474D-8DB3-4B28D696D9BA,35,1,167,138.6,0.55,0,17,7,1,0,2017-03-01 13:44:03.733,8,1
33B86E27-5F82-4577-942D-56C715840014,43,1,0,1116.73,3.45,1,515,7,3,0,2014-09-29 17:05:47.227,47,0
33BA25B3-C29F-4B96-A250-4934B9F0FEAA,20,1,132,173.6,0.67,0,35,7,1,0,2016-10-06 16:58:51.033,13,0
33D66D77-6D03-466A-80FD-7307945AB6F1,22,1,183,43.6,0.12,0,3,7,1,0,2015-03-03 15:56:11.570,6,1
33DF96B0-F35E-488B-91F0-22C8D0336C82,19,0,49,43.6,0.22,0,2,7,0,0,2016-03-03 10:51:22.817,2,1
33E7A965-4D26-472D-AA32-31BEEBA97D24,24,0,278,113.2,0.63,0,30,7,1,0,2014-09-19 12:25:30.200,12,1
33F4E480-2532-4D17-83FE-984757E44E0B,19,0,71,203.6,0.79,0,32,7,0,0,2015-10-01 16:08:39.783,9,1
